service_number,service_name.x,telephone,email,service_address,street,suburb,town_city,service_type,definition,x20_hours_ece,equity_index_eqi,education_region,management_contact_name,full_management_address.x,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other,full_management_address.y,service_name.y,enrollment_total,max_licensed_positions_total,owner_name,funder_name,company_source_link,owner_source_link,additional_source_if_necessary,methodology_to_link,notes
20223,Busy Bees Ruakaka,09-4327396,,"17 Marsden Point Road,  Ruakaka",17 Marsden Point Road,,Ruakaka,Education & Care Service,,Yes,EQI > 5,Tai Tokerau,Elizabeth Jones,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,09-4390220,-35.90410197,174.4492377,58,25,1,9,11,14,15,0,50,39,14,5,4,1,"PO Box 628,  Whangaparaoa 0949",Busy Bees Ruakaka,50,58,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
20228,Starship Play Service Ward 27A & 27B,09-3074949 Ext 25960,,"Grafton Road, Grafton Auckland",Grafton Road,Grafton,Auckland,Hospital Based,"Hospital Play, Recreation Programme",Yes,EQI 1,Tāmaki Herenga Manawa,Nicola Woollaston,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142","Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building",Auckland Hospital,Auckland 1142,09-3078987 Ext 25960,-36.86065229,174.7695618,25,25,,,,,,,,,,,,,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142",Starship Play Service Ward 27A & 27B,0,25,Starship Hospital,"Auckland District Health Board (ADHB), the Starship Children's Health Directorate, and Starship Allied Health",,https://ero.govt.nz/institution/10030/starship-play-service-day-stay-and-intensive-care,https://www.educationcounts.govt.nz/find-an-els/els/profile-and-contact-details?ece=10028,,Appears to be an ECE for sick kids in the hospital.
20229,Kia ora Kids at Home Childcare 5,0800-277 537,,"88 Brightside Road,  Stanmore Bay",88 Brightside Road,,Stanmore Bay,Homebased Network,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Brett Morris,"P O Box 300688, Albany Auckland 0752",P O Box 300688,Albany,Auckland 0752,09-4150 535,-36.62708611,174.7333072,80,80,2,14,15,14,10,2,57,48,7,2,11,1,"P O Box 300688, Albany Auckland 0752",Kia ora Kids at Home Childcare 5,57,80,No-1 Property Limited,"AHLC TRUSTEES LIMITED, PHILADELPHIA TRUSTEE LIMITED, Brett Andrew MORRIS, Huimin CHU",https://kiaorakids.co.nz/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/4097918/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F4097918,,,
20231,Lollipops North Harbour Fantails,09-444 9248,,"33-35 Cheval Drive, Glenfield Auckland",33-35 Cheval Drive,Glenfield,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Chitra Mukerjee,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-3651630,-36.76602825,174.7279454,53,23,5,21,12,6,0,0,44,32,5,1,14,3,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Lollipops North Harbour Fantails,44,53,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
20233,BestStart North Harbour,09-4416382,,"Shop 109, Westfield Mall Civic Crescent, Albany North Shore City","Shop 109, Westfield Mall Civic Crescent",Albany,North Shore City,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.72831087,174.7084492,58,20,3,8,14,10,6,3,44,11,1,0,25,12,"P O Box 276177, Manukau City South Auckland 2241",BestStart North Harbour,44,58,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
20236,BestStart Glenfield,09-4433023,glenfield@best-start.org,"26 Manuka Road, Glenfield Auckland",26 Manuka Road,Glenfield,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.774868,174.7180914,100,25,4,24,23,32,24,3,110,59,17,11,47,9,"P O Box 276177, Manukau City South Auckland 2241",BestStart Glenfield,110,100,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
20242,Lollipops Albany,09-4471955,chitra.mukerjee@eeg.co.nz,"406 Rosedale Road, North Harbour Auckland",406 Rosedale Road,North Harbour,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Chitra Mukerjee,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-3651630,-36.74309944,174.6934701,71,12,1,7,11,17,13,0,49,20,3,4,29,3,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Lollipops Albany,49,71,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
20245,Kingsway Pre-School - Silverdale,09-426 5619,,"Bonair Crescent,  Silverdale",Bonair Crescent,,Silverdale,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Tāngata,Randy Alingalan,"P O Box 13,  Silverdale 0944",P O Box 13,,Silverdale 0944,,-36.60699852,174.6777881,60,0,0,0,11,31,31,6,79,49,2,1,33,2,"P O Box 13,  Silverdale 0944",Kingsway Pre-School - Silverdale,79,60,Kingsway Educational Services Limited dba Kingsway Preschool,,,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=3ee9bf20-a8e3-e411-979c-00155d0cccdc&searchId=51e036c1-a0db-458f-a674-36b0aee56e24,https://ero.govt.nz/institution/25282/kingsway-preschool-snells-beach,Matches charity profile. Mentioned in ERO.,
20247,Active Explorers Swanson,09-837 2881,,"220 Swanson Road, Henderson Auckland",220 Swanson Road,Henderson,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Tāngata,Lorraine Duncumb,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-306 3756,-36.86513165,174.6150461,125,35,1,12,12,19,21,1,66,32,25,24,15,0,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Active Explorers Swanson,66,125,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
20260,Kindercare Learning Centres Kohimarama,09-528 6671,kohimarama@kindercare.co.nz,"24 Melanesia Road, Kohimarama Auckland",24 Melanesia Road,Kohimarama,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Roseanne Way,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,09-479 9922,-36.85274284,174.8430799,50,20,2,10,17,18,13,1,61,56,1,0,8,3,"60 Greville Road, Pinehill Auckland 0632",Kindercare Learning Centres Kohimarama,61,50,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
20263,BestStart Gillies Avenue,09-623 2785,gillies@best-start.org,"181 Gillies Avenue, Epsom Auckland",181 Gillies Avenue,Epsom,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.88128738,174.7716162,65,20,5,8,11,15,7,0,46,14,3,4,25,13,"P O Box 276177, Manukau City South Auckland 2241",BestStart Gillies Avenue,46,65,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
20267,Starship Play Service Ward 23B/Clinic,09-307 8989 Ext 22800,,"Level 11, Support Building Auckland City Hospital, Park Road, Grafton Auckland","Level 11, Support Building Auckland City Hospital, Park Road",Grafton,Auckland,Hospital Based,"Hospital Play, Recreation Programme",Yes,EQI 1,Tāmaki Herenga Manawa,Nicola Woollaston,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142","Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building",Auckland Hospital,Auckland 1142,09-3078987 Ext 25960,-36.86065656,174.7694748,32,32,,,,,,,,,,,,,,Starship Play Service Ward 23B/Clinic,0,32,Starship Hospital,"Auckland District Health Board (ADHB), the Starship Children's Health Directorate, and Starship Allied Health",,https://ero.govt.nz/institution/10030/starship-play-service-day-stay-and-intensive-care,https://www.educationcounts.govt.nz/find-an-els/els/profile-and-contact-details?ece=10028,,Appears to be an ECE for sick kids in the hospital.
20280,BestStart Avondale,09-828 9083,avondale@best-start.org,"18-20 Wolverton Street, Avondale Auckland",18-20 Wolverton Street,Avondale,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.90702811,174.7001363,72,12,3,15,17,26,20,0,81,3,5,9,65,7,"P O Box 276177, Manukau City South Auckland 2241",BestStart Avondale,81,72,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
20289,BestStart Seymour Road Kindy,09-8130964,seymour.kindy@best-start.org,"74 Seymour Road, Sunnyvale-Auckland Auckland",74 Seymour Road,Sunnyvale-Auckland,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Tāngata,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.90188627,174.6301036,40,0,0,0,4,13,8,3,28,13,6,7,10,2,"P O Box 276177, Manukau City South Auckland 2241",BestStart Seymour Road Kindy,28,40,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
20295,Living & Learning Family Centre Mangere,09-275 3666,mangere@livingandlearning.org.nz,"6 Bicknell Road, Mangere Auckland",6 Bicknell Road,Mangere,Auckland,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Glenda Wendelborn,"60 Greville Road, Pinehill North Shore City 0632",60 Greville Road,Pinehill,North Shore City 0632,09-479 9922,-36.9545858,174.8153167,110,35,4,22,23,27,22,0,98,21,36,74,17,2,"60 Greville Road, Pinehill North Shore City 0632",Living & Learning Family Centre Mangere,98,110,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://www.livingandlearning.org.nz/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Match on address and management.,
20304,Kauri Kids Glenfield,09-444 6340,rebecca.hellowell@aucklandcouncil.govt.nz,"73-77 Bentley Avenue, Glenfield Auckland",73-77 Bentley Avenue,Glenfield,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Rebecca Hellowell,"Victoria St, West Private Bag 92300,  Auckland 1142","Victoria St, West Private Bag 92300",,Auckland 1142,09-634330,-36.7820144,174.7245808,30,10,0,2,6,7,10,0,25,11,2,2,15,3,"Victoria St, West Private Bag 92300,  Auckland 1142",Kauri Kids Glenfield,25,30,Auckland City Council,Government,,https://www.aucklandleisure.co.nz/locations/beach-haven-kauri-kids/,https://ero.govt.nz/institution/20015/kauri-kids-beach-haven,ERO and Auckland Council website,Facebook page said they closed at least some centers in 2023: https://www.facebook.com/kaurikidsece/
20322,Lollipops Grey Lynn,09-376 2486,admin.greylynn@ledu.co.nz,"120 Surrey Crescent, Grey Lynn Auckland",120 Surrey Crescent,Grey Lynn,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Rebekah McQueen,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,,-36.86242886,174.7327428,68,18,1,13,15,9,7,0,45,41,4,2,1,3,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Lollipops Grey Lynn,45,68,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
20365,Next Generation Childcare,09-483 6087,jes@nextgenerationchildcare.co.nz,"19 Gatman Street, Birkenhead Auckland",19 Gatman Street,Birkenhead,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Jessica Dodd,"2 Rarere Road, Hauraki North Shore City 0622",2 Rarere Road,Hauraki,North Shore City 0622,,-36.8038812,174.7020377,30,0,0,0,0,6,9,0,15,10,2,0,2,5,"2 Rarere Road, Hauraki North Shore City 0622",Next Generation Childcare,15,30,Next Generation Childcare Company Limited,"Alan Maxwell Moselen, Maree Gwenda Moselen",https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/803559/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F803559,,https://ero.govt.nz/institution/47492/next-generation,ECE address matches business profile and ERO.,
20382,Kindercare Learning Centre (5) Remuera,09-5201825,remuera@kindercare.co.nz,"36 Greenlane Road East, Remuera Auckland",36 Greenlane Road East,Remuera,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Roseanne Way,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,09-479 9922,-36.88435601,174.8052088,70,20,3,11,19,11,19,0,63,38,2,3,28,4,"60 Greville Road, Pinehill Auckland 0632",Kindercare Learning Centre (5) Remuera,63,70,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
20448,Lollipops Green Bay,09-8277 608,cm.greenbay@ledu.co.nz,"200 Portage Road, Green Bay Auckland",200 Portage Road,Green Bay,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Lorraine Duncumb,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-306 3756,-36.92778664,174.6894824,59,6,4,16,17,20,14,0,71,55,5,10,23,1,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Lollipops Green Bay,71,59,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
20450,Alten Road Early Childhood Centre,09-923 5121,,"3 Alten Road, Auckland CBD Auckland",3 Alten Road,Auckland CBD,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Joelene  Waugh,"THE UNIVERSITY OF AUCKLAND LEVEL 9, 49 SYMONDS STREET,  Auckland 1010","THE UNIVERSITY OF AUCKLAND LEVEL 9, 49 SYMONDS STREET",,Auckland 1010,,-36.85071391,174.7727625,39,24,1,9,6,10,9,2,37,15,3,1,21,9,"THE UNIVERSITY OF AUCKLAND LEVEL 9, 49 SYMONDS STREET,  Auckland 1010",Alten Road Early Childhood Centre,37,39,University of Auckland,University,https://www.auckland.ac.nz/en/on-campus/facilities-and-services/early-childhood-centres.html,https://www.auckland.ac.nz/en/on-campus/facilities-and-services/early-childhood-centres/alten-road-early-childhood-centre.html,https://ero.govt.nz/institution/20450/alten-road-early-childhood-centre,,Care for kids of students/staff at the university.
20465,"Kindercare Learning Centres (10 B, T & P) Constellation",09-4799 922,constellation@kindercare.co.nz,"5 Vega Place, Mairangi Bay Auckland",5 Vega Place,Mairangi Bay,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Roseanne Way,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,09-479 9922,-36.74789592,174.7309688,147,40,3,20,30,20,21,0,94,61,22,6,35,3,"60 Greville Road, Pinehill Auckland 0632","Kindercare Learning Centres (10 B, T & P) Constellation",94,147,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
20468,BestStart Meadowbank,09-523 1450,meadowbank@best-start.org,"31 Kelvin Road, Remuera Auckland",31 Kelvin Road,Remuera,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.87677091,174.818158,45,10,2,8,11,12,18,0,51,32,4,1,21,5,"P O Box 276177, Manukau City South Auckland 2241",BestStart Meadowbank,51,45,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
20508,Lollipops North Harbour Kakapos,09-444 9248,chitra.mukerjee@eeg.co.nz,"48 Cheval Drive, Glenfield Auckland",48 Cheval Drive,Glenfield,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Chitra Mukerjee,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-3651630,-36.7659055,174.728306,45,0,0,0,0,17,21,1,39,20,5,3,20,3,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Lollipops North Harbour Kakapos,39,45,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
20509,Muddy Toes ELC Warkworth,09-4259581,muddytoeselc@outlook.com,"18 Percy Street,  Warkworth",18 Percy Street,,Warkworth,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Rochanna Weston,"42 Glenelg Road, Red Beach Whangaparoa 0932",42 Glenelg Road,Red Beach,Whangaparoa 0932,,-36.40019028,174.6651785,35,0,0,0,13,13,15,4,45,32,9,9,7,1,"42 Glenelg Road, Red Beach Whangaparoa 0932",Muddy Toes ELC Warkworth,45,35,Muddy Toes ELC Limited,"Rochanna Levonne Weston, Levonne Ann Broom",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/7431617/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F7431617,,Address match business profile,
20535,Kindercare Learning Centres (10 P) Constellation,09-479 9922,constellation@kindercare.co.nz,"5 Vega Place, Mairangi Bay Auckland",5 Vega Place,Mairangi Bay,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Roseanne Way,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,09-479 9922,-36.74787467,174.7309738,30,0,0,0,1,1,6,1,9,5,3,0,2,0,"60 Greville Road, Pinehill Auckland 0632",Kindercare Learning Centres (10 P) Constellation,9,30,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
20546,Little Earth Montessori Panmure,09-527 0553,sheree.davys@eeg.co.nz,"45 Ireland Road, Panmure Auckland",45 Ireland Road,Panmure,Auckland,Education & Care Service,Montessori,Yes,EQI 4,Tāmaki Herenga Manawa,Sheree Davys,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-2960522,-36.9004937,174.847887,40,0,0,0,3,15,11,3,32,8,2,8,19,2,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Little Earth Montessori Panmure,32,40,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
20549,Bear Park Albany,09-4159833,albany@bearpark.co.nz,"31 Schnapper Rock Road, Albany North Shore City",31 Schnapper Rock Road,Albany,North Shore City,Education & Care Service,Non-denominational,Yes,EQI > 5,Tāmaki Herenga Tāngata,Bridget Gerrard,"P O Box 99696, Newmarket Auckland 1149",P O Box 99696,Newmarket,Auckland 1149,09-4159833,-36.75617776,174.699286,70,25,4,17,14,11,9,0,55,39,1,2,18,2,"P O Box 99696, Newmarket Auckland 1149",Bear Park Albany,55,70,Bear Park Limited,"Susan Mary Stevely-Cole, Brett Avon Leavett Carpenter, Christopher Graeme Cole",https://bearpark.co.nz/our-story/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/705910/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F705910#modaal-inline03,,Founder Sue Stevely-Cole named on website and as director on business profile.,
20562,Bear Park Early Childhood Centre,09-520 6661,leigh@bearpark.co.nz,"7 Patey Street, Remuera Auckland",7 Patey Street,Remuera,Auckland,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Manawa,Leigh Reddish,"P O Box 99696, Newmarket Auckland 1149",P O Box 99696,Newmarket,Auckland 1149,09-5204060,-36.88341463,174.7864689,50,12,1,12,13,14,16,1,57,36,5,0,29,1,"P O Box 99696, Newmarket Auckland 1149",Bear Park Early Childhood Centre,57,50,Bear Park Limited,"Susan Mary Stevely-Cole, Brett Avon Leavett Carpenter, Christopher Graeme Cole",https://bearpark.co.nz/our-story/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/705910/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F705910#modaal-inline03,,Founder Sue Stevely-Cole named on website and as director on business profile.,
20575,BestStart Onehunga,09-634 8161,onehunga@best-start.org,"19 A Jordan Avenue, Onehunga Auckland",19 A Jordan Avenue,Onehunga,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.91654425,174.789614,80,20,0,12,14,15,21,0,62,10,15,31,26,8,"P O Box 276177, Manukau City South Auckland 2241",BestStart Onehunga,62,80,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
20589,Learning Adventures Henderson,09-8366221,lorraine.duncumb@eeg.co.nz,"43 Norcross Avenue, Henderson Auckland",43 Norcross Avenue,Henderson,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Lorraine Duncumb,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-306 3756,-36.88277972,174.6428588,59,9,0,8,6,8,19,0,41,28,7,7,10,1,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Learning Adventures Henderson,41,59,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
