service_number,service_name.x,telephone,email,service_address,street,suburb,town_city,service_type,definition,x20_hours_ece,equity_index_eqi,education_region,management_contact_name,full_management_address.x,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other,full_management_address.y,service_name.y,enrollment_total,max_licensed_positions_total,owner_name,funder_name,company_source_link,owner_source_link,additional_source_if_necessary,methodology_to_link,notes
25041,Pakuranga Baptist Kindergarten,09-5767632,pakbaptkindy@xtra.co.nz,"2 Freemantle Place, Pakuranga Auckland",2 Freemantle Place,Pakuranga,Auckland,Education & Care Service,Baptist,Yes,EQI > 5,Tāmaki Herenga Manawa,Jacqueline  Lees,"P O Box 51538, Pakuranga Heights South Auckland 2140",P O Box 51538,Pakuranga Heights,South Auckland 2140,09-5330491,-36.92440587,174.8848264,40,0,0,0,11,10,8,1,30,15,3,2,17,3,"P O Box 51538, Pakuranga Heights South Auckland 2140",Pakuranga Baptist Kindergarten,30,40,,,,,,,
25044,Panmure Bridge Childcare Centre,09-5271165,candyw@panmurebridgechildcare.co.nz,"43 Caen Road, Panmure Auckland",43 Caen Road,Panmure,Auckland,Education & Care Service,Baptist,Yes,EQI 2,Tāmaki Herenga Manawa,Tsz Kan (Candy)  Wu,"P O Box 14747, Panmure Auckland 1741",P O Box 14747,Panmure,Auckland 1741,09-527 1165,-36.90101209,174.8631476,40,10,1,2,5,7,13,0,28,9,10,14,4,3,"P O Box 14747, Panmure Auckland 1741",Panmure Bridge Childcare Centre,28,40,,,,,,,
25045,Papakura First Presbyterian Pre-School,09-298 2591,presch@xtra.co.nz,"6-8 Coles Crescent, Papakura Central Auckland",6-8 Coles Crescent,Papakura Central,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Melanie Whitham,"P O Box 72978, Papakura Auckland 2244",P O Box 72978,Papakura,Auckland 2244,09-2924747,-37.0590532,174.939002,30,0,0,0,3,8,10,4,25,20,1,2,5,0,"P O Box 72978, Papakura Auckland 2244",Papakura First Presbyterian Pre-School,25,30,,,,,,,
25046,The Treasure Cove Early Learning Centre,09-266 5727,,"159 A Russell Road, Manurewa Auckland",159 A Russell Road,Manurewa,Auckland,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Peter Green,"32 St Vincent Avenue, Remuera Auckland 1050",32 St Vincent Avenue,Remuera,Auckland 1050,09-266 5727,-37.01590084,174.8760407,80,25,1,17,15,12,18,1,64,29,19,32,19,1,"32 St Vincent Avenue, Remuera Auckland 1050",The Treasure Cove Early Learning Centre,64,80,Greaskie 2013 Limited,Peter Gilfillan Green,,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/4404619/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F4404619,https://ero.govt.nz/institution/10306/the-treasure-cove-elc-tawa,Address and director from ECE match business profile. Mentioned in ERO.,
25049,BestStart Maich Road,09-269 0077,maich@best-start.org,"78-80 Maich Road, Manurewa Auckland",78-80 Maich Road,Manurewa,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.01559355,174.8899118,100,15,2,14,25,23,27,0,91,12,14,16,58,7,"P O Box 276177, Manukau City South Auckland 2241",BestStart Maich Road,91,100,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25050,Amber Early Learning Centre,09-2981185,amberelc.takanini@gmail.com,"14 Taka Street, Takanini Auckland",14 Taka Street,Takanini,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Navpreet Kaur,"34 Milano Boulevard, Karaka South Auckland 2113",34 Milano Boulevard,Karaka,South Auckland 2113,09-298 1185,-37.0425303,174.9207495,60,20,4,12,9,18,7,0,50,8,3,10,32,0,"34 Milano Boulevard, Karaka South Auckland 2113",Amber Early Learning Centre,50,60,,,,,,,
25052,BestStart Dublin Street,09-238 7388,dublin@best-start.org,"30 Dublin Street,  Pukekohe",30 Dublin Street,,Pukekohe,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.19620882,174.8996494,65,20,3,9,13,16,13,3,57,12,31,11,13,4,"P O Box 276177, Manukau City South Auckland 2241",BestStart Dublin Street,57,65,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25055,BestStart Coronation Road,09-2788 454,coronation@best-start.org,"2 Coronation Road, Papatoetoe Auckland",2 Coronation Road,Papatoetoe,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.97850251,174.850539,50,14,0,8,11,12,8,2,41,0,6,10,32,0,"P O Box 276177, Manukau City South Auckland 2241",BestStart Coronation Road,41,50,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25057,Clevedon Kidz Early Childhood Centre,09-2928085,greg@clevedonpresy.co.nz,"Main Road,  Clevedon",Main Road,,Clevedon,Education & Care Service,Presbyterian,Yes,EQI > 5,Tāmaki Herenga Manawa,Gregory Shaw,"P O Box 89, Clevedon Auckland 2248",P O Box 89,Clevedon,Auckland 2248,09-2928358,-36.9920682,175.0370521,62,13,0,8,17,29,16,0,70,67,10,2,4,2,"P O Box 89, Clevedon Auckland 2248",Clevedon Kidz Early Childhood Centre,70,62,,,,,,,
25059,St Andrews Christian Pre-School,09-276 4534,preschool@stand.org.nz,"18 Station Road, Otahuhu Auckland",18 Station Road,Otahuhu,Auckland,Education & Care Service,Presbyterian,Yes,EQI 2,Tāmaki Herenga Waka,Raewynne Dalton,"18 Station Road, Otahuhu Auckland 1062",18 Station Road,Otahuhu,Auckland 1062,09-2666191 Ext 9018,-36.94275229,174.8414733,40,0,0,1,7,9,15,0,32,3,10,24,2,0,"18 Station Road, Otahuhu Auckland 1062",St Andrews Christian Pre-School,32,40,,,,,,,
25060,St John The Evangelist Preschool,09-274 8519,stpchaa@xtra.co.nz,"14 A Otara Road, Otara Auckland",14 A Otara Road,Otara,Auckland,Education & Care Service,Catholic,Yes,EQI 3,Tāmaki Herenga Waka,Suhad Lirato,"P O Box 61025, Otara Auckland 2159",P O Box 61025,Otara,Auckland 2159,09-2635756,-36.9612751,174.8694659,35,0,0,0,0,4,3,0,7,1,0,7,0,0,"P O Box 61025, Otara Auckland 2159",St John The Evangelist Preschool,7,35,,,,,,,
25061,Pukeko Preschool Papatoetoe,09-2776369,pukekopreschoolpapatoetoe@gmail.com,"170 Puhinui Road, Papatoetoe Auckland",170 Puhinui Road,Papatoetoe,Auckland,Education & Care Service,Samoan ECE Service,Yes,EQI 2,Tāmaki Herenga Waka,Mira Mautner,"48 Waipa Street, Birkenhead Auckland 0627",48 Waipa Street,Birkenhead,Auckland 0627,09-482 2454,-36.98798597,174.859828,50,10,1,5,9,17,14,1,47,5,4,18,30,0,"48 Waipa Street, Birkenhead Auckland 0627",Pukeko Preschool Papatoetoe,47,50,,,,,,,
25064,Ako Tokamu'a Lou Olive Preschool,09-5783612,akoteu.louolive@gmail.com,"127 Taniwha Street, Glen Innes Auckland",127 Taniwha Street,Glen Innes,Auckland,Education & Care Service,Tongan ECE Service,Yes,EQI 1,Tāmaki Herenga Manawa,Aisake Pouvalu,"34 Buckland Road, Mangere East Auckland 2024",34 Buckland Road,Mangere East,Auckland 2024,,-36.87783425,174.8649235,25,5,0,6,3,1,2,0,12,0,0,12,0,11,"34 Buckland Road, Mangere East Auckland 2024",Ako Tokamu'a Lou Olive Preschool,12,25,,,,,,,
25068,MyKindy Mt Wellington,09-5278222,managermtwellington@mykindy.nz,"16 Mountain Road, Mount Wellington Auckland",16 Mountain Road,Mount Wellington,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Emma Norrie,"2/11 Regia Close, Half Moon Bay Auckland 2012",2/11 Regia Close,Half Moon Bay,Auckland 2012,,-36.89580008,174.8438241,84,25,3,17,9,13,16,0,58,49,2,1,14,2,"2/11 Regia Close, Half Moon Bay Auckland 2012",MyKindy Mt Wellington,58,84,MyKindy Limited,Preschool PTY LTD,https://www.mykindy.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/8223492/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F8223492,,Manament name in ECE matches business profile (Emma Norrie) and address match ECE/profile.,
25072,Eden Early Learning Centre,09-6292225,benhurst@littlewonderschildcare.co.nz,"159 -161 Landscape Road, Mount Eden Auckland",159 -161 Landscape Road,Mount Eden,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Benjamin Hurst,"159 - 161 Landscape Road,  Auckland 1024",159 - 161 Landscape Road,,Auckland 1024,09-307 3373,-36.89655661,174.7475528,110,40,1,29,28,29,40,1,128,89,9,3,51,4,"159 - 161 Landscape Road,  Auckland 1024",Eden Early Learning Centre,128,110,,,,,,,
25077,Toddlers Turf Childcare Centre,09-263 9680,director@toddlersturf.co.nz,"66 Trevor Hosken Drive, Manukau City Auckland",66 Trevor Hosken Drive,Manukau City,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Violet Hancock,"66 Trevor Hosken Drive, Manukau City South Auckland 2104",66 Trevor Hosken Drive,Manukau City,South Auckland 2104,09-263 9680,-37.00065058,174.8816973,75,21,4,6,5,14,12,1,42,12,13,23,14,1,"66 Trevor Hosken Drive, Manukau City South Auckland 2104",Toddlers Turf Childcare Centre,42,75,,,,,,,
25078,St James KidsWay,09-2392057,admin@stjameskidsway.org.nz,"30 West Street,  Pukekohe",30 West Street,,Pukekohe,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Sharon Harris,"P O Box 1274,  Pukekohe 2340",P O Box 1274,,Pukekohe 2340,,-37.20201127,174.8989341,30,0,0,0,5,14,10,2,31,26,3,0,5,1,"P O Box 1274,  Pukekohe 2340",St James KidsWay,31,30,,,,,,,
25079,Parnell Early Childhood Centre,09-5555198,pecc@parnell.org.nz,"27 Glanville Terrace, Parnell Auckland",27 Glanville Terrace,Parnell,Auckland,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Manawa,Linda Fox,"P O Box 37682, Parnell Auckland 1151",P O Box 37682,Parnell,Auckland 1151,,-36.85538189,174.7898795,74,24,4,12,8,7,9,1,41,29,2,0,13,4,"P O Box 37682, Parnell Auckland 1151",Parnell Early Childhood Centre,41,74,,,,,,,
25080,BestStart Papakura East Kindy,09-2965420,papakuraeast.kindy@best-start.org,"7 Winiata Terrace,  Papakura",7 Winiata Terrace,,Papakura,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.05513778,174.9647411,39,0,0,0,8,15,12,3,38,3,27,15,6,1,"P O Box 276177, Manukau City South Auckland 2241",BestStart Papakura East Kindy,38,39,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25081,Uxbridge Early Learning Centre,09-537 0399,,"35 Uxbridge Road, Howick Auckland",35 Uxbridge Road,Howick,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Laura Payne,"P O Box 38915, Howick Auckland 2145",P O Box 38915,Howick,Auckland 2145,,-36.89399435,174.9338824,24,8,0,0,2,21,15,0,38,32,2,0,8,2,"P O Box 38915, Howick Auckland 2145",Uxbridge Early Learning Centre,38,24,,,,,,,
25082,Childsplay Unlimited - Lynfield,09-6279041,childsplaychildcare@hotmail.com,"456 Hillsborough Road, Hillsborough Auckland",456 Hillsborough Road,Hillsborough,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Sophie Wang,"P O Box 27764, Mount Roskill Auckland 1440",P O Box 27764,Mount Roskill,Auckland 1440,09-6279041,-36.93010054,174.7302253,59,14,1,8,11,11,17,1,49,15,2,4,34,5,"P O Box 27764, Mount Roskill Auckland 1440",Childsplay Unlimited - Lynfield,49,59,,,,,,,
25083,Waiuku Early Learners,09-235 7548,waiukuearlylearners@xtra.co.nz,"43 Constable Road,  Waiuku",43 Constable Road,,Waiuku,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Erin Fraser,"P O Box 418,  Waiuku 2341",P O Box 418,,Waiuku 2341,09-2357489,-37.25165259,174.7251446,38,8,0,6,10,12,5,0,33,28,12,1,0,1,"P O Box 418,  Waiuku 2341",Waiuku Early Learners,33,38,,,,,,,
25088,Akoteu Falemaama Pre-School,09-833 8087,talakai@xtra.co.nz,"70 A Metcalfe Road, Ranui Auckland",70 A Metcalfe Road,Ranui,Auckland,Education & Care Service,Tongan ECE Service,Yes,EQI 3,Tāmaki Herenga Tāngata,Etuini Talakai,"70 A Metcalfe Road, Ranui Auckland 0612",70 A Metcalfe Road,Ranui,Auckland 0612,09-638 6644,-36.86644568,174.6092128,50,15,1,3,6,3,10,0,23,3,2,22,1,1,"70 A Metcalfe Road, Ranui Auckland 0612",Akoteu Falemaama Pre-School,23,50,,,,,,,
25089,Busy Bees Mount Wellington,09-570 9919,manager@mountwellington.busybees.org.nz,"41-43 Harwood Road, Mount Wellington Auckland",41-43 Harwood Road,Mount Wellington,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Manawa,Kumudu Perera,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,,-36.90014941,174.8306775,130,22,2,21,31,33,31,5,123,11,7,33,84,7,"PO Box 628,  Whangaparaoa 0949",Busy Bees Mount Wellington,123,130,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
25090,Busy Bees Pakuranga 2,09-576 8201,Jolene.Stadler@busybees.org.nz,"71 Reeves Road, Pakuranga Auckland",71 Reeves Road,Pakuranga,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Jolene Stadler,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,09-576 8201,-36.9143339,174.8794125,120,0,0,0,0,30,24,0,54,8,3,9,29,9,"PO Box 628,  Whangaparaoa 0949",Busy Bees Pakuranga 2,54,120,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
25091,St Mary's Family Pre-School,09-276 3729 Ext 9020,jennyw@atwc.org.nz,"10 Beatty Street, Otahuhu Auckland",10 Beatty Street,Otahuhu,Auckland,Education & Care Service,Anglican,Yes,EQI 2,Tāmaki Herenga Waka,Jennifer Wyber,"P O Box 22363, Otahuhu Auckland 1062",P O Box 22363,Otahuhu,Auckland 1062,09-276 3729,-36.95383906,174.8462892,35,10,0,5,6,7,8,0,26,9,13,15,6,1,"P O Box 22363, Otahuhu Auckland 1062",St Mary's Family Pre-School,26,35,,,,,,,
25097,BestStart Onslow Road,09-2983669,onslow@best-start.org,"25 Onslow Road,  Papakura",25 Onslow Road,,Papakura,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.06675576,174.9509205,76,25,3,15,21,14,15,2,70,26,23,26,19,10,"P O Box 276177, Manukau City South Auckland 2241",BestStart Onslow Road,70,76,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25104,Cuddly Kiwis Childcare Everglade,09-263 6071,nirmala@cuddlykiwis.co.nz,"1 Keri Anne Place, Manukau Auckland",1 Keri Anne Place,Manukau,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Nirmala Shiudin,"6A Kylie Court, Clover Park Auckland 2019",6A Kylie Court,Clover Park,Auckland 2019,09-262 2604,-36.99786076,174.8941539,37,0,0,0,10,11,11,0,32,6,8,11,18,0,"6A Kylie Court, Clover Park Auckland 2019",Cuddly Kiwis Childcare Everglade,32,37,,,,,,,
25105,Riverhills Early Learning Centre,09-5765731,riverhillselc@xtra.co.nz,"4 Waikaremoana Place, Pakuranga Auckland",4 Waikaremoana Place,Pakuranga,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Manawa,Haripriya Erukapati,"4 Waikaremoana Place, Pakuranga Auckland 2010",4 Waikaremoana Place,Pakuranga,Auckland 2010,09-535 5007,-36.91990117,174.8883103,35,5,1,5,7,10,7,1,31,11,11,7,10,2,"4 Waikaremoana Place, Pakuranga Auckland 2010",Riverhills Early Learning Centre,31,35,,,,,,,
25106,Tamariki Takitumu Punanga Reo,09-622 1083,tamarikipr15@gmail.com,"9 Tanners Road, Mangere Auckland",9 Tanners Road,Mangere,Auckland,Education & Care Service,Cook Island ECE Service,Yes,EQI 1,Tāmaki Herenga Waka,Elizabeth Donnelly,"P O Box 59095, Mangere Bridge South Auckland 2151",P O Box 59095,Mangere Bridge,South Auckland 2151,09-6221083,-36.95076041,174.7921536,30,5,0,5,5,4,5,3,22,4,7,22,0,0,"P O Box 59095, Mangere Bridge South Auckland 2151",Tamariki Takitumu Punanga Reo,22,30,,,,,,,
25110,Tu Manu Ae Le Tu Logologo Aoga Amata,022-5108143,admin@tumanu.school.nz,"Fetu Pupula Place,  Papakura",Fetu Pupula Place,,Papakura,Education & Care Service,Samoan ECE Service,Yes,EQI 2,Tāmaki Herenga Waka,Kenese Misiuepa,"P O Box 72240, Papakura Auckland 2244",P O Box 72240,Papakura,Auckland 2244,,-37.06457473,174.9648471,40,12,0,6,2,6,8,0,22,2,3,22,0,0,"P O Box 72240, Papakura Auckland 2244",Tu Manu Ae Le Tu Logologo Aoga Amata,22,40,,,,,,,
25124,Active Explorers Airport,09-2750888,,"(International Airport) 6 Uenuku Way, Auckland Airport Auckland",(International Airport) 6 Uenuku Way,Auckland Airport,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Sheree Davys,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-2960522,-37.00555503,174.7823661,80,20,3,10,9,12,5,0,39,10,9,19,9,0,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Active Explorers Airport,39,80,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
25125,Te Ao Hou Community Childcare Centre,09-5278489,teaohouchildcare@xtra.co.nz,"134 Elstree Avenue, Point England Auckland",134 Elstree Avenue,Point England,Auckland,Education & Care Service,Māori ECE Service (excluding TKR),Yes,EQI 2,Tāmaki Herenga Manawa,Vicky Holmes,"P O Box 18054, Glen Innes Auckland 1072",P O Box 18054,Glen Innes,Auckland 1072,09-5278489,-36.8822704,174.8655026,28,5,0,5,7,9,4,3,28,2,13,23,0,0,"P O Box 18054, Glen Innes Auckland 1072",Te Ao Hou Community Childcare Centre,28,28,,,,,,,
25126,Frog Puddles Childcare Centre - Half Moon Bay,09-5375744,frogpuddles7@gmail.com,"1 Dianne Louise Drive, Half Moon Bay Auckland",1 Dianne Louise Drive,Half Moon Bay,Auckland,Education & Care Service,Non-denominational,Yes,EQI > 5,Tāmaki Herenga Manawa,Filiata Hannemann,"P O Box 97443, Manukau City Auckland 2241",P O Box 97443,Manukau City,Auckland 2241,,-36.88805717,174.9050109,33,8,1,6,5,9,8,1,30,18,2,1,15,0,"P O Box 97443, Manukau City Auckland 2241",Frog Puddles Childcare Centre - Half Moon Bay,30,33,Essential Educational Solutions Limited dba Galaxy Childcare,"Finau Lologa, Filiata Karameli Hannemann",https://galaxychildcare.co.nz/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5467861/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5467861,https://frogpuddleschildcare.com/about-us,Finau and Kara are documented owners of both Galaxy Childcare and Frog Puddles. Filiata Hannemann listed in ECE and business profile as management.,
25131,Lollipops Pukekohe,09-239 1078,,"5 Paerata Road,  Pukekohe",5 Paerata Road,,Pukekohe,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Sheree Davys,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-2960522,-37.19055686,174.9036355,50,20,1,9,8,9,7,0,34,20,7,4,13,1,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Lollipops Pukekohe,34,50,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
25144,Haumia Early Childhood Centre,09-377 8700,maxine@ecemanagement.co.nz,"11 Haumia Way, Otara Auckland",11 Haumia Way,Otara,Auckland,Education & Care Service,,Yes,EQI 1,Tāmaki Herenga Waka,Maxine Bannan,"279 Remuera Road, Remuera Auckland 1050",279 Remuera Road,Remuera,Auckland 1050,09-525 1694,-36.97365235,174.8921466,34,20,0,9,6,5,8,0,28,5,11,22,4,1,"279 Remuera Road, Remuera Auckland 1050",Haumia Early Childhood Centre,28,34,,,,,,,
25148,Akoteu Kato Kakala,09-2651304,akoteukatokakala@xtra.co.nz,"210 Bairds Road, Otara Auckland",210 Bairds Road,Otara,Auckland,Education & Care Service,Tongan ECE Service,Yes,EQI 1,Tāmaki Herenga Waka,Jeanne Teisina,"210 Bairds Rd, Otara South Auckland 2023",210 Bairds Rd,Otara,South Auckland 2023,09-265 1304,-36.96541623,174.8759093,33,10,1,4,3,5,7,0,20,3,0,20,0,0,"210 Bairds Rd, Otara South Auckland 2023",Akoteu Kato Kakala,20,33,,,,,,,
25149,Penguins School of Early Learning,09-537 4970,enquiries@penguinsearlylearning.co.nz,"197 Whitford Road,  Whitford",197 Whitford Road,,Whitford,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Manawa,Ashleigh Allington,"P O Box 6199, Wellesley Street Auckland 1141",P O Box 6199,Wellesley Street,Auckland 1141,09-5374970,-36.92105606,174.9311867,150,25,1,17,35,52,28,0,133,38,4,3,93,10,"P O Box 6199, Wellesley Street Auckland 1141",Penguins School of Early Learning,133,150,ACG Early Childhood Education Group Limited,ACG Schools LImited,https://www.acgedu.com/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5508865/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5508865,https://ero.govt.nz/institution/47812/acg-parnell-early-learning-school,"Linked by URL in business profile, ERO listing, and a social media post by ACG Schools.","Prime Minister Christopher Luxon visited ACG schools in Queenstown, Auckland and Tauranga: https://www.facebook.com/591853909645492/posts/785713386926209 Ultimate holding company is in the United Kingdom."
25150,AUT Centre for Refugee Education Early Childhood Centre,09-921 9999 Ext 6675,mireille.weldschidt@aut.ac.nz,"251 Massey Road, Mangere East Auckland",251 Massey Road,Mangere East,Auckland,Education & Care Service,EC Refugee education centre,Yes,EQI 1,Tāmaki Herenga Waka,Mireille Weldschidt,"c/- AUT Ctr for Refugee Education ECC Private Bag 92006,  Auckland 1142",c/- AUT Ctr for Refugee Education ECC Private Bag 92006,,Auckland 1142,,-36.9589895,174.8325237,40,12,,,,,,,,,,,,,"c/- AUT Ctr for Refugee Education ECC Private Bag 92006,  Auckland 1142",AUT Centre for Refugee Education Early Childhood Centre,0,40,,,,,,,
25166,BestStart Everglade Babies,09-263 6074,evergladebabies@best-start.org,"2 Keri Anne Place, Manukau Central Auckland",2 Keri Anne Place,Manukau Central,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.99812506,174.8941142,20,20,3,17,2,0,0,0,22,9,3,3,12,1,"P O Box 276177, Manukau City South Auckland 2241",BestStart Everglade Babies,22,20,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25171,Great Potentials Papakura Early Learning Centre,09-2996610,elc@greatpotentials.org.nz,"14 Maurice Street,  Papakura",14 Maurice Street,,Papakura,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Ioane Patolo,"P O Box 72499, Papakura South Auckland 2244",P O Box 72499,Papakura,South Auckland 2244,09-299 6610,-37.06273479,174.9612642,35,0,0,0,2,2,5,1,10,1,5,6,1,0,"P O Box 72499, Papakura South Auckland 2244",Great Potentials Papakura Early Learning Centre,10,35,,,,,,,
25174,Beginnings Early Learning Centre,09-372 6206,info@totsontherock.co.nz,"11 Waitai Road, Ostend Waiheke Island",11 Waitai Road,Ostend,Waiheke Island,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Hayley Farmer,"22 Kuaka Road, Oneroa, Waiheke Island Auckland 1240","22 Kuaka Road, Oneroa",Waiheke Island,Auckland 1240,09-3728555,-36.79495061,175.0458792,38,10,1,10,2,4,0,0,17,30,3,1,4,4,"22 Kuaka Road, Oneroa, Waiheke Island Auckland 1240",Beginnings Early Learning Centre,17,38,,,,,,,
25184,Fetu-I-Sasa'e Aoga Amata,09-2652000,fetuisasae@xtra.co.nz,"104A Dawson Road, Flat Bush Manukau",104A Dawson Road,Flat Bush,Manukau,Education & Care Service,Samoan ECE Service,Yes,EQI 3,Tāmaki Herenga Waka,Eperone Futi,"104A  Dawson Road, Flat Bush South Auckland 2023",104A  Dawson Road,Flat Bush,South Auckland 2023,09-2652000,-36.97640157,174.8953392,38,8,0,6,2,6,5,0,19,0,0,18,1,0,"104A  Dawson Road, Flat Bush South Auckland 2023",Fetu-I-Sasa'e Aoga Amata,19,38,,,,,,,
